Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,1016,2335.0,2599,2567,2530,2570,2271,2575,2430,2064,1817,1675,1668,1729,1419,1758,1256,1332,1456,1248,1718,1326,1420,1463,1303,1756,1167,1262,1323,1093,1550,1071,1219,1350,1038,1300,942,1148,1030,866,1146,739,781,764,578,782,562,619,639,554,618,467,417,390,327,437,243,290,253,238,276,197,252,165,113,196,91,102,87,82,140,72,74,63,42,68,35,31,41,18,26,13,21,16,8,41,76774,Homalin,MMR005034
 Illiterate,1573,384.0,135,75,39,35,16,27,22,20,18,19,17,21,20,21,13,18,25,15,26,22,23,33,27,30,29,27,33,34,37,25,26,27,25,49,27,33,20,11,48,26,20,26,24,26,27,19,33,28,40,25,15,20,9,37,18,14,17,21,20,11,19,11,6,20,12,7,15,3,17,7,10,11,5,14,3,6,3,6,2,1,3,1,1,11,3795,Homalin,MMR005034
 Total,2589,2719.0,2734,2642,2569,2605,2287,2602,2452,2084,1835,1694,1685,1750,1439,1779,1269,1350,1481,1263,1744,1348,1443,1496,1330,1786,1196,1289,1356,1127,1587,1096,1245,1377,1063,1349,969,1181,1050,877,1194,765,801,790,602,808,589,638,672,582,658,492,432,410,336,474,261,304,270,259,296,208,271,176,119,216,103,109,102,85,157,79,84,74,47,82,38,37,44,24,28,14,24,17,9,52,80569,Homalin,MMR005034
