Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,425,1121.0,1286,1182,1211,1310,1192,1426,1361,1156,1212,1090,1217,1277,1062,1186,919,1038,973,829,1089,869,1014,961,859,1085,865,951,1011,808,1009,738,903,884,776,915,672,824,726,616,810,596,687,595,538,623,524,559,516,437,541,372,372,391,328,387,279,246,269,283,256,201,204,144,107,181,74,90,105,87,134,86,71,83,45,66,31,38,22,26,34,14,14,7,10,42,51573,Tigyaing,MMR005022
 Illiterate,704,166.0,57,34,23,20,12,10,15,14,13,16,9,10,11,18,4,18,9,11,19,12,7,9,6,24,9,11,9,7,16,8,10,9,7,8,5,10,6,4,14,5,7,7,8,9,10,10,4,7,9,4,6,8,2,4,6,5,4,6,6,3,4,3,3,4,3,3,2,4,3,3,1,1,2,1,2,1,1,2,1,-,-,-,-,4,1562,Tigyaing,MMR005022
 Total,1129,1287.0,1343,1216,1234,1330,1204,1436,1376,1170,1225,1106,1226,1287,1073,1204,923,1056,982,840,1108,881,1021,970,865,1109,874,962,1020,815,1025,746,913,893,783,923,677,834,732,620,824,601,694,602,546,632,534,569,520,444,550,376,378,399,330,391,285,251,273,289,262,204,208,147,110,185,77,93,107,91,137,89,72,84,47,67,33,39,23,28,35,14,14,7,10,46,53135,Tigyaing,MMR005022
