Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,804,2345.0,2871,2763,2775,2921,2704,3151,3405,3011,2719,2808,2853,3104,2541,2966,2106,2265,2264,1952,2309,1984,1950,2186,1781,2701,1677,2054,1933,1598,2106,1575,1577,1903,1507,2066,1253,1682,1522,1247,1782,1111,1072,1203,874,1319,750,979,917,863,871,735,672,740,539,828,397,533,488,460,546,335,426,319,195,377,204,208,230,193,274,161,116,160,78,150,56,79,67,68,83,48,25,25,26,126,110647,Myitkyina,MMR001001
 Illiterate,1825,318.0,127,89,39,41,33,29,36,41,35,30,26,32,29,35,38,35,33,29,46,24,40,37,32,60,35,39,38,27,76,27,56,57,25,82,34,57,40,42,91,34,52,57,36,119,30,73,47,61,59,55,40,49,25,93,32,34,48,31,79,31,40,34,11,74,13,36,38,32,54,19,9,25,8,49,11,16,13,19,28,11,10,5,11,49,5565,Myitkyina,MMR001001
 Total,2629,2663.0,2998,2852,2814,2962,2737,3180,3441,3052,2754,2838,2879,3136,2570,3001,2144,2300,2297,1981,2355,2008,1990,2223,1813,2761,1712,2093,1971,1625,2182,1602,1633,1960,1532,2148,1287,1739,1562,1289,1873,1145,1124,1260,910,1438,780,1052,964,924,930,790,712,789,564,921,429,567,536,491,625,366,466,353,206,451,217,244,268,225,328,180,125,185,86,199,67,95,80,87,111,59,35,30,37,175,116212,Myitkyina,MMR001001
