Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,527,1498.0,1710,1567,1696,1874,1818,1721,1846,1706,1631,1426,1492,1684,1303,1530,1223,1230,1241,1180,1508,1143,1213,1386,1211,1492,1212,1288,1243,951,1294,1066,1042,1125,1010,1209,829,1176,938,890,1140,814,814,1002,797,1036,801,896,837,748,993,707,647,736,604,811,496,454,409,333,379,293,207,185,135,206,104,130,147,143,250,126,88,119,69,113,90,68,81,74,57,36,36,22,21,55,71438,Kangyidaunt,MMR017002
 Illiterate,1332,392.0,153,106,72,57,57,67,82,63,83,53,64,78,63,72,47,56,68,53,85,55,67,62,51,106,82,85,72,62,95,74,55,67,42,63,33,47,37,29,44,34,37,46,34,62,33,28,52,30,48,31,23,41,24,39,27,19,16,22,21,9,8,9,6,21,8,9,5,18,30,10,13,16,8,18,4,9,3,8,8,7,3,1,2,10,5241,Kangyidaunt,MMR017002
 Total,1859,1890.0,1863,1673,1768,1931,1875,1788,1928,1769,1714,1479,1556,1762,1366,1602,1270,1286,1309,1233,1593,1198,1280,1448,1262,1598,1294,1373,1315,1013,1389,1140,1097,1192,1052,1272,862,1223,975,919,1184,848,851,1048,831,1098,834,924,889,778,1041,738,670,777,628,850,523,473,425,355,400,302,215,194,141,227,112,139,152,161,280,136,101,135,77,131,94,77,84,82,65,43,39,23,23,65,76679,Kangyidaunt,MMR017002
