Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,700,1841.0,2147,1798,1936,2074,1907,1886,1827,1623,1469,1186,1228,1278,1090,1263,997,1049,1117,1012,1320,1016,1175,1218,1102,1534,1141,1286,1170,1035,1645,1021,1180,1259,1085,1460,921,1211,1111,932,1637,983,997,974,779,1147,733,862,845,786,1035,683,711,663,601,987,562,670,570,568,814,480,502,365,299,597,215,270,243,230,404,182,169,188,123,209,86,105,84,81,121,49,40,35,17,80,76031,Natmauk,MMR009006
 Illiterate,1157,219.0,79,43,41,23,24,20,23,10,26,20,22,28,21,29,31,13,28,20,46,27,30,33,49,54,29,35,40,33,74,28,35,47,32,58,26,41,35,24,72,29,37,35,26,56,30,43,41,42,58,25,27,30,24,50,20,44,33,45,67,24,36,28,18,63,15,27,38,29,53,17,17,20,5,33,7,11,8,8,17,5,5,2,3,17,3993,Natmauk,MMR009006
 Total,1857,2060.0,2226,1841,1977,2097,1931,1906,1850,1633,1495,1206,1250,1306,1111,1292,1028,1062,1145,1032,1366,1043,1205,1251,1151,1588,1170,1321,1210,1068,1719,1049,1215,1306,1117,1518,947,1252,1146,956,1709,1012,1034,1009,805,1203,763,905,886,828,1093,708,738,693,625,1037,582,714,603,613,881,504,538,393,317,660,230,297,281,259,457,199,186,208,128,242,93,116,92,89,138,54,45,37,20,97,80024,Natmauk,MMR009006
