Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,861,2227.0,2670,2458,2539,2890,2778,3038,3214,3105,2872,2678,2893,3186,2669,3499,2765,2778,2733,2267,3123,2180,2725,2838,2445,3393,2212,2556,2599,1972,3142,1844,2379,2453,2031,2607,1776,2388,2190,1551,2859,1443,1915,1750,1401,1911,1364,1517,1482,1182,1714,975,1231,1169,957,1271,875,1011,1050,692,1090,510,805,572,415,681,394,405,425,294,612,233,308,311,172,263,179,137,176,103,137,62,82,55,35,138,138887,Monywa,MMR005012
 Illiterate,1592,349.0,157,90,72,52,63,54,70,52,60,57,56,62,60,92,45,65,58,37,75,42,64,58,42,85,57,69,62,41,110,42,54,56,42,98,33,51,52,36,70,34,56,50,25,50,28,27,39,13,45,15,31,16,19,28,12,20,29,16,35,12,25,15,18,46,14,21,23,14,36,7,12,24,16,19,8,14,10,10,15,6,6,5,3,17,5366,Monywa,MMR005012
 Total,2453,2576.0,2827,2548,2611,2942,2841,3092,3284,3157,2932,2735,2949,3248,2729,3591,2810,2843,2791,2304,3198,2222,2789,2896,2487,3478,2269,2625,2661,2013,3252,1886,2433,2509,2073,2705,1809,2439,2242,1587,2929,1477,1971,1800,1426,1961,1392,1544,1521,1195,1759,990,1262,1185,976,1299,887,1031,1079,708,1125,522,830,587,433,727,408,426,448,308,648,240,320,335,188,282,187,151,186,113,152,68,88,60,38,155,144253,Monywa,MMR005012
