Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,387,993.0,1041,948,1057,1108,1079,1128,1193,1159,1017,966,1028,1018,863,1033,883,911,810,761,984,797,837,952,791,1001,837,832,898,737,944,756,819,902,832,835,638,919,730,678,844,694,661,774,620,816,658,673,762,638,750,574,550,594,453,665,454,416,381,293,357,269,289,165,107,187,114,162,157,150,247,126,98,131,75,143,108,69,64,63,62,38,42,31,18,59,51703,Okpo,MMR008010
 Illiterate,702,135.0,73,36,27,30,26,37,40,39,31,29,35,37,25,43,25,15,32,29,32,31,28,27,22,46,30,28,32,24,42,22,30,27,18,20,13,20,19,16,24,20,18,15,16,21,19,19,22,16,19,20,12,15,11,18,9,14,7,6,12,5,7,5,1,9,3,10,5,6,9,5,3,6,5,8,1,4,2,3,-,3,3,1,1,2,2413,Okpo,MMR008010
 Total,1089,1128.0,1114,984,1084,1138,1105,1165,1233,1198,1048,995,1063,1055,888,1076,908,926,842,790,1016,828,865,979,813,1047,867,860,930,761,986,778,849,929,850,855,651,939,749,694,868,714,679,789,636,837,677,692,784,654,769,594,562,609,464,683,463,430,388,299,369,274,296,170,108,196,117,172,162,156,256,131,101,137,80,151,109,73,66,66,62,41,45,32,19,61,54116,Okpo,MMR008010
