Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,319,745.0,837,819,879,980,948,982,1134,1290,1214,1124,1327,1443,1355,1537,1395,1401,1290,1275,1298,1214,1134,1227,1144,1430,1088,1197,1091,1041,1131,1010,998,1054,940,1139,895,996,965,858,981,866,820,926,822,857,646,807,740,678,714,625,588,662,538,641,415,487,396,339,450,361,316,303,224,276,200,223,232,212,244,167,132,145,94,121,86,113,78,61,61,49,34,28,9,93,62004,Hline,MMR013040
 Illiterate,408,76.0,33,31,21,20,16,13,14,20,17,15,15,5,6,16,9,7,4,8,12,7,8,13,9,12,6,6,12,7,10,7,10,8,7,8,8,8,11,5,10,2,7,9,5,11,7,8,7,7,11,3,4,3,3,2,7,3,4,3,3,4,3,4,3,6,2,5,-,6,3,5,3,5,3,5,1,1,6,1,6,2,2,1,2,7,1133,Hline,MMR013040
 Total,727,821.0,870,850,900,1000,964,995,1148,1310,1231,1139,1342,1448,1361,1553,1404,1408,1294,1283,1310,1221,1142,1240,1153,1442,1094,1203,1103,1048,1141,1017,1008,1062,947,1147,903,1004,976,863,991,868,827,935,827,868,653,815,747,685,725,628,592,665,541,643,422,490,400,342,453,365,319,307,227,282,202,228,232,218,247,172,135,150,97,126,87,114,84,62,67,51,36,29,11,100,63137,Hline,MMR013040
