Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,17,47.0,61,69,70,102,82,95,109,90,85,92,76,101,62,96,57,67,63,74,72,71,53,71,45,86,31,52,42,50,41,35,28,46,26,32,24,24,27,25,30,17,11,18,22,21,14,18,21,17,15,14,4,9,12,23,4,13,6,8,11,6,5,6,5,13,-,3,2,2,1,2,1,1,-,2,-,2,-,-,1,-,-,1,-,-,2757,Kanpaikti(ST),MMR001002
 Illiterate,88,41.0,25,20,13,17,14,12,9,10,11,13,7,11,16,8,8,11,11,10,17,15,16,18,13,20,7,14,17,20,21,20,14,11,14,14,14,19,13,14,12,12,8,20,12,30,6,11,10,15,11,21,6,12,12,19,6,12,5,2,7,5,6,7,7,3,1,3,2,1,1,4,2,-,1,5,-,3,-,-,1,1,-,1,-,2,971,Kanpaikti(ST),MMR001002
 Total,105,88.0,86,89,83,119,96,107,118,100,96,105,83,112,78,104,65,78,74,84,89,86,69,89,58,106,38,66,59,70,62,55,42,57,40,46,38,43,40,39,42,29,19,38,34,51,20,29,31,32,26,35,10,21,24,42,10,25,11,10,18,11,11,13,12,16,1,6,4,3,2,6,3,1,1,7,-,5,-,-,2,1,-,2,-,2,3728,Kanpaikti(ST),MMR001002
