Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,85,217.0,337,398,389,548,396,472,558,493,435,396,310,393,262,316,229,259,228,223,307,224,237,245,198,322,182,214,168,166,191,147,166,194,114,167,97,125,138,105,132,94,97,91,70,111,68,78,72,80,76,63,44,49,38,65,26,21,29,21,30,24,24,14,12,26,12,12,9,6,13,9,7,4,3,8,1,1,2,2,3,4,1,4,1,7,12215,Kunlon,MMR015020
 Illiterate,707,580.0,430,374,323,298,164,236,260,213,225,215,178,251,156,254,145,158,151,123,254,164,178,193,127,299,144,193,135,141,187,151,177,183,136,276,84,147,125,107,219,149,113,151,132,304,128,146,143,131,159,169,112,120,67,203,78,99,80,74,92,77,70,57,20,88,37,44,48,33,32,38,20,28,21,41,17,20,11,12,13,12,14,8,3,22,12497,Kunlon,MMR015020
 Total,792,797.0,767,772,712,846,560,708,818,706,660,611,488,644,418,570,374,417,379,346,561,388,415,438,325,621,326,407,303,307,378,298,343,377,250,443,181,272,263,212,351,243,210,242,202,415,196,224,215,211,235,232,156,169,105,268,104,120,109,95,122,101,94,71,32,114,49,56,57,39,45,47,27,32,24,49,18,21,13,14,16,16,15,12,4,29,24712,Kunlon,MMR015020
