Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,64,152.0,195,201,205,216,172,197,220,187,156,211,153,186,128,195,128,138,120,123,138,112,140,139,104,135,105,128,107,94,110,107,92,109,85,109,63,88,87,83,107,75,66,61,63,76,61,47,52,63,54,48,36,41,40,55,24,28,26,41,37,25,18,22,14,24,16,22,11,25,18,12,7,10,6,20,7,2,2,4,5,1,2,3,3,10,6872,Bawgali(ST),MMR003004
 Illiterate,148,67.0,23,23,9,11,4,5,3,5,8,4,2,3,3,-,2,6,6,1,3,3,5,6,3,4,4,5,4,5,7,2,5,3,2,8,3,3,5,3,11,3,5,4,4,4,2,6,3,4,5,2,6,2,3,6,1,1,3,4,4,1,3,3,-,4,3,2,2,1,5,3,1,3,2,2,-,-,-,2,1,-,1,-,-,1,539,Bawgali(ST),MMR003004
 Total,212,219.0,218,224,214,227,176,202,223,192,164,215,155,189,131,195,130,144,126,124,141,115,145,145,107,139,109,133,111,99,117,109,97,112,87,117,66,91,92,86,118,78,71,65,67,80,63,53,55,67,59,50,42,43,43,61,25,29,29,45,41,26,21,25,14,28,19,24,13,26,23,15,8,13,8,22,7,2,2,6,6,1,3,3,3,11,7411,Bawgali(ST),MMR003004
