Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,22,71.0,123,133,132,130,118,110,127,116,112,99,98,122,96,123,83,82,97,90,90,82,91,93,81,151,77,76,86,68,105,61,73,74,52,97,42,54,53,61,91,58,47,46,45,78,38,33,49,41,55,35,29,30,19,46,21,18,22,14,24,15,12,7,10,8,9,7,3,6,7,1,3,3,2,2,1,-,3,2,-,1,-,1,-,6,4599,Minetung,MMR016008
 Illiterate,255,209.0,140,124,92,118,59,99,86,72,105,74,57,103,58,106,40,50,55,61,123,54,68,81,56,168,52,54,49,60,135,67,49,61,50,144,42,43,60,54,115,40,34,40,35,134,41,26,47,28,49,35,26,29,17,72,15,4,11,14,27,8,9,14,10,29,6,4,8,4,13,-,2,3,-,9,-,3,2,1,2,1,-,-,1,6,4407,Minetung,MMR016008
 Total,277,280.0,263,257,224,248,177,209,213,188,217,173,155,225,154,229,123,132,152,151,213,136,159,174,137,319,129,130,135,128,240,128,122,135,102,241,84,97,113,115,206,98,81,86,80,212,79,59,96,69,104,70,55,59,36,118,36,22,33,28,51,23,21,21,20,37,15,11,11,10,20,1,5,6,2,11,1,3,5,3,2,2,-,1,1,12,9006,Minetung,MMR016008
