Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,375,716.0,839,741,827,894,749,794,879,810,717,662,674,648,605,705,602,602,597,520,764,560,608,643,611,862,591,636,728,593,840,572,724,693,565,801,581,695,587,561,792,525,609,582,467,648,515,509,547,490,646,387,456,471,390,466,356,401,364,324,365,229,329,224,160,213,125,164,153,102,243,92,121,145,66,114,68,57,62,38,70,25,20,19,19,64,40403,Myaung,MMR005003
 Illiterate,462,73.0,30,20,6,13,10,2,8,4,13,6,15,10,5,18,7,14,10,4,9,8,10,4,9,15,5,8,4,5,24,6,12,15,7,19,6,13,7,9,17,2,11,7,2,14,9,7,6,10,11,6,5,7,1,11,5,2,8,3,9,5,6,5,2,5,1,8,6,3,8,6,9,4,2,6,2,3,3,1,5,1,3,1,2,2,1177,Myaung,MMR005003
 Total,837,789.0,869,761,833,907,759,796,887,814,730,668,689,658,610,723,609,616,607,524,773,568,618,647,620,877,596,644,732,598,864,578,736,708,572,820,587,708,594,570,809,527,620,589,469,662,524,516,553,500,657,393,461,478,391,477,361,403,372,327,374,234,335,229,162,218,126,172,159,105,251,98,130,149,68,120,70,60,65,39,75,26,23,20,21,66,41580,Myaung,MMR005003
