Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,619,1781.0,1829,1553,1830,1837,1734,1832,1992,1775,1783,1583,1613,1632,1371,1694,1379,1407,1435,1265,1621,1277,1414,1549,1313,1632,1362,1370,1448,1215,1619,1271,1233,1441,1306,1469,1118,1438,1257,1165,1520,1174,1203,1180,1087,1397,1149,1181,1295,997,1236,974,877,930,837,1114,799,788,788,686,840,567,503,381,247,418,258,326,366,308,488,256,237,285,190,289,189,183,174,114,141,88,64,66,42,134,87828,Myanaung,MMR017011
 Illiterate,1142,236.0,99,56,48,47,32,54,57,30,53,47,43,35,36,42,33,32,40,34,39,34,39,33,28,48,29,37,31,24,38,30,30,40,25,35,12,32,17,24,45,17,25,15,16,24,16,23,26,15,27,13,11,12,13,25,13,18,14,13,17,18,13,13,7,16,4,7,21,12,18,9,16,11,3,12,5,9,16,7,5,2,3,1,5,11,3463,Myanaung,MMR017011
 Total,1761,2017.0,1928,1609,1878,1884,1766,1886,2049,1805,1836,1630,1656,1667,1407,1736,1412,1439,1475,1299,1660,1311,1453,1582,1341,1680,1391,1407,1479,1239,1657,1301,1263,1481,1331,1504,1130,1470,1274,1189,1565,1191,1228,1195,1103,1421,1165,1204,1321,1012,1263,987,888,942,850,1139,812,806,802,699,857,585,516,394,254,434,262,333,387,320,506,265,253,296,193,301,194,192,190,121,146,90,67,67,47,145,91291,Myanaung,MMR017011
