Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,301,712.0,771,727,788,739,679,711,748,737,690,625,568,627,546,712,566,595,609,578,844,586,617,683,647,871,567,648,586,477,709,501,529,522,452,506,373,516,479,377,521,375,376,366,330,388,261,312,314,251,379,288,268,266,171,245,129,149,106,114,161,112,113,79,46,84,39,43,50,37,88,30,30,26,30,35,19,17,24,12,20,11,8,6,2,15,31265,Ottarathiri,MMR018008
 Illiterate,560,169.0,48,32,27,20,14,10,16,9,20,16,20,25,14,26,10,11,19,16,30,22,15,20,21,38,15,32,23,20,38,22,25,18,17,18,8,18,15,13,24,10,12,13,8,16,7,6,5,9,6,10,9,6,7,14,5,1,4,5,7,3,4,2,2,6,3,7,4,2,4,2,1,3,-,4,2,1,-,1,-,-,-,1,2,5,1753,Ottarathiri,MMR018008
 Total,861,881.0,819,759,815,759,693,721,764,746,710,641,588,652,560,738,576,606,628,594,874,608,632,703,668,909,582,680,609,497,747,523,554,540,469,524,381,534,494,390,545,385,388,379,338,404,268,318,319,260,385,298,277,272,178,259,134,150,110,119,168,115,117,81,48,90,42,50,54,39,92,32,31,29,30,39,21,18,24,13,20,11,8,7,4,20,33018,Ottarathiri,MMR018008
