Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,49,92.0,149,223,257,255,256,288,326,276,284,232,230,214,179,192,162,117,133,139,144,138,103,98,76,78,77,62,56,51,44,49,33,32,25,24,18,17,21,13,15,11,16,12,13,15,11,17,12,9,12,14,11,11,10,10,2,5,6,3,2,3,3,1,1,3,1,2,3,2,-,3,1,3,1,-,-,1,1,-,1,-,-,-,-,-,5459,Kongyan,MMR015023
 Illiterate,437,399.0,345,284,217,179,110,153,144,136,169,153,138,159,103,192,119,166,156,151,244,188,149,168,126,255,158,167,121,119,196,173,136,152,110,178,143,138,115,137,173,130,89,106,99,172,118,109,108,112,111,113,63,89,67,101,62,69,43,48,49,64,34,44,30,49,33,31,26,27,31,33,16,18,14,24,14,10,11,7,4,6,2,2,1,10,9655,Kongyan,MMR015023
 Total,486,491.0,494,507,474,434,366,441,470,412,453,385,368,373,282,384,281,283,289,290,388,326,252,266,202,333,235,229,177,170,240,222,169,184,135,202,161,155,136,150,188,141,105,118,112,187,129,126,120,121,123,127,74,100,77,111,64,74,49,51,51,67,37,45,31,52,34,33,29,29,31,36,17,21,15,24,14,11,12,7,5,6,2,2,1,10,15114,Kongyan,MMR015023
