Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,411,1018.0,1181,1165,1230,1378,1308,1423,1563,1482,1399,1399,1405,1489,1402,1551,1343,1406,1356,1244,1401,1255,1217,1335,1230,1524,1201,1343,1232,1126,1333,1102,1036,1158,1029,1199,826,1118,975,859,1034,846,840,826,736,789,645,693,685,595,600,582,421,510,402,562,383,400,403,355,420,314,316,265,199,254,143,188,185,156,195,130,109,113,74,76,59,38,53,39,40,20,23,14,14,45,65441,Dagon Myothit(East),MMR013020
 Illiterate,831,259.0,115,58,47,44,38,32,46,32,37,41,28,37,28,43,25,30,25,31,28,25,32,36,24,28,21,30,23,21,32,19,19,31,15,35,20,26,16,16,28,8,24,17,17,14,8,11,18,14,23,6,15,8,7,15,4,11,8,4,4,2,7,4,3,7,3,3,9,5,8,2,1,9,1,7,2,3,2,-,2,1,1,5,-,3,2678,Dagon Myothit(East),MMR013020
 Total,1242,1277.0,1296,1223,1277,1422,1346,1455,1609,1514,1436,1440,1433,1526,1430,1594,1368,1436,1381,1275,1429,1280,1249,1371,1254,1552,1222,1373,1255,1147,1365,1121,1055,1189,1044,1234,846,1144,991,875,1062,854,864,843,753,803,653,704,703,609,623,588,436,518,409,577,387,411,411,359,424,316,323,269,202,261,146,191,194,161,203,132,110,122,75,83,61,41,55,39,42,21,24,19,14,48,68119,Dagon Myothit(East),MMR013020
