Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,401,1033.0,1041,961,1150,1143,1127,1166,1189,1068,1043,878,953,977,911,966,782,889,795,698,899,731,848,897,794,1005,823,847,954,750,1050,830,799,873,753,891,687,887,711,678,863,715,712,678,646,762,619,611,718,573,720,544,575,534,454,681,460,412,490,404,475,317,358,248,140,225,125,206,186,173,319,169,127,175,77,160,100,93,87,93,90,48,36,33,30,82,52221,Monyo,MMR008013
 Illiterate,775,157.0,62,36,20,20,18,25,38,19,31,16,15,22,17,28,18,14,12,13,23,11,17,21,18,29,17,14,21,20,21,13,16,12,17,17,2,7,8,14,18,7,6,12,10,14,7,13,11,6,11,9,3,7,7,8,10,10,9,6,6,4,5,5,2,7,2,6,4,8,13,13,4,7,3,2,3,6,5,5,9,2,-,-,-,7,1986,Monyo,MMR008013
 Total,1176,1190.0,1103,997,1170,1163,1145,1191,1227,1087,1074,894,968,999,928,994,800,903,807,711,922,742,865,918,812,1034,840,861,975,770,1071,843,815,885,770,908,689,894,719,692,881,722,718,690,656,776,626,624,729,579,731,553,578,541,461,689,470,422,499,410,481,321,363,253,142,232,127,212,190,181,332,182,131,182,80,162,103,99,92,98,99,50,36,33,30,89,54207,Monyo,MMR008013
