Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,76,171.0,233,243,206,224,180,192,198,148,128,122,140,144,125,154,102,132,102,98,137,99,108,141,111,157,97,116,122,111,146,95,106,113,97,127,95,102,107,66,74,67,57,64,67,79,49,68,53,58,74,43,48,39,31,50,22,27,32,17,28,25,16,17,13,13,9,7,5,5,9,11,8,9,4,7,4,1,1,-,2,1,-,2,1,5,6593,Minephyat,MMR016010
 Illiterate,303,215.0,129,91,69,95,66,81,93,73,85,74,85,114,72,137,53,59,73,77,118,75,81,69,59,144,47,72,71,71,158,94,85,91,59,139,66,87,144,93,124,65,75,84,58,128,66,78,110,59,91,78,56,52,44,95,29,41,46,30,44,30,33,24,16,36,6,13,18,11,18,3,7,15,5,15,4,2,5,2,4,2,2,2,1,8,5602,Minephyat,MMR016010
 Total,379,386.0,362,334,275,319,246,273,291,221,213,196,225,258,197,291,155,191,175,175,255,174,189,210,170,301,144,188,193,182,304,189,191,204,156,266,161,189,251,159,198,132,132,148,125,207,115,146,163,117,165,121,104,91,75,145,51,68,78,47,72,55,49,41,29,49,15,20,23,16,27,14,15,24,9,22,8,3,6,2,6,3,2,4,2,13,12195,Minephyat,MMR016010
