Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,398,1259.0,1385,1236,1427,1415,1419,1479,1563,1473,1341,1166,1170,1131,986,1245,997,1008,988,933,1130,903,981,1095,923,1199,925,980,1033,791,1150,809,843,983,887,970,626,1046,825,784,1029,804,671,806,664,849,618,750,767,674,754,594,556,582,461,669,393,381,455,404,457,278,346,202,142,260,154,199,181,194,315,159,118,159,79,166,89,100,91,74,59,52,38,18,18,85,59816,Tharyarwaddy,MMR008007
 Illiterate,1073,268.0,127,70,46,39,33,43,45,42,38,38,38,41,36,36,38,32,37,26,51,30,26,37,28,47,19,31,42,26,49,35,30,25,23,46,18,26,26,19,34,13,12,21,14,26,14,13,15,15,19,17,7,6,2,17,5,12,9,6,16,2,5,4,5,4,3,4,3,4,9,1,2,10,3,9,2,4,6,2,3,2,1,1,4,3,3169,Tharyarwaddy,MMR008007
 Total,1471,1527.0,1512,1306,1473,1454,1452,1522,1608,1515,1379,1204,1208,1172,1022,1281,1035,1040,1025,959,1181,933,1007,1132,951,1246,944,1011,1075,817,1199,844,873,1008,910,1016,644,1072,851,803,1063,817,683,827,678,875,632,763,782,689,773,611,563,588,463,686,398,393,464,410,473,280,351,206,147,264,157,203,184,198,324,160,120,169,82,175,91,104,97,76,62,54,39,19,22,88,62985,Tharyarwaddy,MMR008007
