Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,13,17.0,35,44,48,44,44,60,43,49,40,44,43,44,39,34,26,21,38,26,32,23,26,29,26,29,18,10,16,11,16,10,12,11,9,17,3,8,8,12,15,11,6,10,9,9,9,7,7,3,4,6,3,2,2,9,2,1,4,2,1,1,4,-,1,3,2,3,1,1,2,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1220,Panlon(ST),MMR015021
 Illiterate,61,43.0,38,26,23,26,9,23,21,13,23,21,26,15,24,25,10,9,14,13,41,16,25,24,18,35,16,16,17,21,19,11,21,16,17,38,11,12,16,20,24,17,16,20,15,26,13,25,15,19,18,23,15,12,5,39,13,13,9,11,12,11,9,9,5,21,5,5,7,8,5,3,2,2,2,3,-,1,3,-,3,-,-,-,-,1,1338,Panlon(ST),MMR015021
 Total,74,60.0,73,70,71,70,53,83,64,62,63,65,69,59,63,59,36,30,52,39,73,39,51,53,44,64,34,26,33,32,35,21,33,27,26,55,14,20,24,32,39,28,22,30,24,35,22,32,22,22,22,29,18,14,7,48,15,14,13,13,13,12,13,9,6,24,7,8,8,9,7,4,2,2,2,3,-,1,4,-,3,-,-,-,-,1,2558,Panlon(ST),MMR015021
