Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,771,1973.0,2194,2063,2058,2222,2124,2321,2419,2360,2204,1918,2061,2250,1909,2265,1707,1717,1617,1677,2068,1510,1689,1807,1691,2167,1518,1670,1669,1346,2003,1373,1549,1622,1455,1926,1226,1591,1562,1299,2067,1267,1399,1327,1197,1593,1137,1224,1226,1019,1349,952,898,957,805,1142,651,750,820,690,958,515,631,483,349,575,280,338,359,250,526,233,245,296,147,264,140,161,145,90,141,68,65,35,22,145,102502,Myingyan,MMR010017
 Illiterate,1400,342.0,147,110,68,48,53,55,58,60,50,59,64,58,39,57,42,38,46,49,62,36,46,41,36,65,40,35,50,34,76,43,52,50,50,68,33,45,43,46,79,42,27,46,28,54,32,22,23,31,36,28,21,22,19,51,16,29,27,21,40,22,27,25,15,46,17,24,23,22,44,21,26,22,13,24,14,15,17,14,18,5,4,5,1,17,4969,Myingyan,MMR010017
 Total,2171,2315.0,2341,2173,2126,2270,2177,2376,2477,2420,2254,1977,2125,2308,1948,2322,1749,1755,1663,1726,2130,1546,1735,1848,1727,2232,1558,1705,1719,1380,2079,1416,1601,1672,1505,1994,1259,1636,1605,1345,2146,1309,1426,1373,1225,1647,1169,1246,1249,1050,1385,980,919,979,824,1193,667,779,847,711,998,537,658,508,364,621,297,362,382,272,570,254,271,318,160,288,154,176,162,104,159,73,69,40,23,162,107471,Myingyan,MMR010017
