Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,125,249.0,282,346,321,418,345,385,346,305,338,274,298,363,259,407,257,304,270,223,358,220,259,326,233,422,227,255,220,183,384,170,176,203,139,334,133,196,201,120,292,158,114,141,110,303,120,141,149,122,226,130,113,118,63,188,75,63,53,53,99,31,30,25,14,65,15,27,14,23,40,8,6,11,3,30,5,10,12,7,10,4,3,3,4,10,14115,Le`char,MMR014012
 Illiterate,353,183.0,138,171,112,165,90,114,66,52,107,66,62,84,51,127,56,80,82,50,185,82,74,121,71,307,75,80,68,49,235,69,68,85,36,240,48,74,80,52,187,71,51,73,45,217,41,61,57,41,121,61,39,40,28,148,14,32,23,20,61,15,19,16,6,58,6,13,14,14,27,8,7,8,5,38,6,7,5,1,14,4,2,2,3,17,6054,Le`char,MMR014012
 Total,478,432.0,420,517,433,583,435,499,412,357,445,340,360,447,310,534,313,384,352,273,543,302,333,447,304,729,302,335,288,232,619,239,244,288,175,574,181,270,281,172,479,229,165,214,155,520,161,202,206,163,347,191,152,158,91,336,89,95,76,73,160,46,49,41,20,123,21,40,28,37,67,16,13,19,8,68,11,17,17,8,24,8,5,5,7,27,20169,Le`char,MMR014012
