Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,97,235.0,339,415,443,559,431,524,477,421,372,326,369,385,272,377,256,283,272,216,252,227,223,240,199,296,188,229,212,159,257,178,170,211,114,199,118,196,133,127,192,126,102,142,101,177,72,101,94,93,99,97,71,55,39,110,26,52,38,40,69,37,43,14,10,39,9,19,11,10,22,10,8,7,5,12,2,3,2,5,2,2,4,2,2,6,13179,Kyaidon(ST),MMR003007
 Illiterate,695,552.0,445,402,279,336,188,227,205,155,161,184,171,189,146,241,138,193,178,118,210,145,152,196,107,265,110,142,135,106,185,124,105,170,116,244,101,142,118,91,213,101,96,137,81,262,72,102,100,62,148,114,55,74,33,231,30,40,69,38,93,41,56,35,16,114,20,21,18,8,34,18,6,20,11,47,2,6,10,4,10,6,4,5,2,17,10849,Kyaidon(ST),MMR003007
 Total,792,787.0,784,817,722,895,619,751,682,576,533,510,540,574,418,618,394,476,450,334,462,372,375,436,306,561,298,371,347,265,442,302,275,381,230,443,219,338,251,218,405,227,198,279,182,439,144,203,194,155,247,211,126,129,72,341,56,92,107,78,162,78,99,49,26,153,29,40,29,18,56,28,14,27,16,59,4,9,12,9,12,8,8,7,4,23,24028,Kyaidon(ST),MMR003007
