Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,901,2014.0,2329,2172,2079,2218,2006,2255,2340,2363,2166,1984,2000,2485,1969,2557,1993,2068,2119,1896,2429,1972,2032,2160,1930,2512,1755,2056,1965,1582,2302,1644,1558,1797,1468,1861,1219,1659,1494,1248,1901,1244,1284,1323,1008,1358,938,1080,1037,888,1271,865,842,846,595,963,540,596,674,610,713,369,477,326,213,368,202,232,198,162,365,151,132,150,91,132,52,76,79,51,79,40,34,25,24,91,103252,Kyaukse,MMR010013
 Illiterate,1286,313.0,95,76,37,39,25,31,31,39,33,29,28,51,25,54,21,37,35,24,42,26,32,36,37,51,30,31,29,30,64,24,29,28,16,38,18,29,25,24,42,27,21,17,15,26,11,17,12,11,13,9,10,5,5,20,8,8,14,4,13,4,6,8,1,10,4,6,3,3,7,2,5,3,-,1,2,2,3,3,3,1,-,2,-,2,3337,Kyaukse,MMR010013
 Total,2187,2327.0,2424,2248,2116,2257,2031,2286,2371,2402,2199,2013,2028,2536,1994,2611,2014,2105,2154,1920,2471,1998,2064,2196,1967,2563,1785,2087,1994,1612,2366,1668,1587,1825,1484,1899,1237,1688,1519,1272,1943,1271,1305,1340,1023,1384,949,1097,1049,899,1284,874,852,851,600,983,548,604,688,614,726,373,483,334,214,378,206,238,201,165,372,153,137,153,91,133,54,78,82,54,82,41,34,27,24,93,106589,Kyaukse,MMR010013
