Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,19,39.0,64,59,66,76,49,52,73,57,34,53,50,77,57,73,64,68,47,51,78,53,48,74,60,105,57,63,71,52,74,59,54,55,34,71,31,47,62,36,65,34,33,36,24,46,36,36,28,22,44,21,23,22,17,52,11,17,10,11,12,10,7,8,4,7,4,3,4,6,6,1,3,-,2,1,3,-,1,2,1,-,-,1,-,1,2987,Kengtaung(ST),MMR014019
 Illiterate,75,42.0,27,20,17,11,15,13,26,15,16,16,13,18,11,14,10,20,6,20,26,8,18,15,11,24,14,14,12,7,24,14,14,12,4,22,9,16,12,10,33,15,16,16,10,33,21,15,5,7,28,21,20,12,6,24,10,17,6,4,16,6,12,5,-,15,4,6,2,2,5,4,4,1,-,5,2,3,-,1,1,1,-,-,-,1,1106,Kengtaung(ST),MMR014019
 Total,94,81.0,91,79,83,87,64,65,99,72,50,69,63,95,68,87,74,88,53,71,104,61,66,89,71,129,71,77,83,59,98,73,68,67,38,93,40,63,74,46,98,49,49,52,34,79,57,51,33,29,72,42,43,34,23,76,21,34,16,15,28,16,19,13,4,22,8,9,6,8,11,5,7,1,2,6,5,3,1,3,2,1,-,1,-,2,4093,Kengtaung(ST),MMR014019
