Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,245,685.0,729,829,827,943,740,821,842,731,814,675,703,767,597,818,556,606,562,524,660,491,521,568,454,724,406,494,453,392,566,415,441,394,346,528,304,365,373,312,444,249,270,290,217,418,185,237,226,212,253,208,165,183,123,224,71,98,97,70,112,58,72,60,33,65,19,31,29,22,41,17,19,17,12,17,5,10,11,8,7,8,8,7,4,16,28169,Nanhsam(South),MMR014013
 Illiterate,698,429.0,204,227,149,209,105,152,150,127,208,131,114,178,107,251,91,169,137,120,254,118,147,187,117,397,108,143,126,126,281,128,138,179,94,314,80,120,114,104,265,124,78,122,85,311,69,117,102,82,157,91,67,66,44,198,44,59,48,29,78,32,31,34,17,79,15,22,25,25,40,12,10,14,7,48,11,10,4,1,7,6,2,6,2,30,9957,Nanhsam(South),MMR014013
 Total,943,1114.0,933,1056,976,1152,845,973,992,858,1022,806,817,945,704,1069,647,775,699,644,914,609,668,755,571,1121,514,637,579,518,847,543,579,573,440,842,384,485,487,416,709,373,348,412,302,729,254,354,328,294,410,299,232,249,167,422,115,157,145,99,190,90,103,94,50,144,34,53,54,47,81,29,29,31,19,65,16,20,15,9,14,14,10,13,6,46,38126,Nanhsam(South),MMR014013
