Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,616,1132.0,1329,1150,1292,1388,1277,1307,1468,1329,1267,1147,1137,1208,986,1184,964,935,967,942,1167,904,1080,1082,970,1233,874,1065,992,795,1189,813,911,908,854,991,682,860,766,668,943,690,730,649,555,750,603,619,576,550,649,465,577,517,443,604,405,416,400,347,456,255,322,249,199,302,193,199,169,132,271,117,141,141,76,119,68,75,70,42,56,20,27,22,27,50,57115,Yinmarpin,MMR005016
 Illiterate,601,87.0,43,18,16,11,18,10,13,13,8,13,15,19,19,20,13,19,14,18,20,23,18,28,14,27,18,14,21,13,26,13,16,15,8,25,13,11,13,11,21,18,17,16,11,15,9,14,10,8,13,8,5,14,3,15,7,6,5,8,11,5,6,4,8,14,6,7,6,6,12,2,11,4,5,7,1,4,2,3,9,-,3,1,-,8,1703,Yinmarpin,MMR005016
 Total,1217,1219.0,1372,1168,1308,1399,1295,1317,1481,1342,1275,1160,1152,1227,1005,1204,977,954,981,960,1187,927,1098,1110,984,1260,892,1079,1013,808,1215,826,927,923,862,1016,695,871,779,679,964,708,747,665,566,765,612,633,586,558,662,473,582,531,446,619,412,422,405,355,467,260,328,253,207,316,199,206,175,138,283,119,152,145,81,126,69,79,72,45,65,20,30,23,27,58,58818,Yinmarpin,MMR005016
