Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,248,743.0,858,808,807,788,801,886,1012,905,756,882,947,979,822,1059,809,918,962,914,979,881,885,972,857,1080,768,855,801,740,882,716,649,644,497,677,402,612,575,438,559,387,382,389,249,449,240,269,278,242,250,196,197,189,127,236,103,123,129,105,121,78,66,59,37,64,37,37,27,27,48,23,19,21,15,18,16,13,10,11,8,7,5,5,-,21,37706,MuSe,MMR015009
 Illiterate,606,173.0,88,73,41,50,43,50,51,43,63,60,71,85,76,80,68,80,91,90,112,83,98,142,83,203,84,122,104,94,150,121,104,112,78,198,85,153,149,128,203,110,97,123,69,176,69,96,97,103,105,99,58,101,43,129,42,48,63,42,82,43,46,41,16,65,16,33,39,17,38,22,14,22,12,31,7,20,9,12,15,6,8,2,2,24,6900,MuSe,MMR015009
 Total,854,916.0,946,881,848,838,844,936,1063,948,819,942,1018,1064,898,1139,877,998,1053,1004,1091,964,983,1114,940,1283,852,977,905,834,1032,837,753,756,575,875,487,765,724,566,762,497,479,512,318,625,309,365,375,345,355,295,255,290,170,365,145,171,192,147,203,121,112,100,53,129,53,70,66,44,86,45,33,43,27,49,23,33,19,23,23,13,13,7,2,45,44606,MuSe,MMR015009
