Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,181,427.0,549,671,635,811,662,777,782,628,643,638,566,634,498,570,402,420,390,421,420,391,345,369,289,407,257,286,242,248,258,254,203,223,169,253,135,217,195,197,213,154,134,171,137,183,121,119,137,141,119,112,74,97,80,128,63,58,51,63,67,42,42,36,37,57,22,28,18,24,17,16,11,25,5,18,3,6,3,6,1,2,5,-,3,8,19520,Tamoenye(ST),MMR015011
 Illiterate,768,524.0,303,301,205,263,119,200,183,157,224,192,149,256,167,320,144,158,152,146,262,168,148,169,158,370,147,175,180,166,276,162,136,152,136,334,101,178,165,166,224,153,129,164,136,344,118,180,171,186,199,178,113,123,105,291,98,74,93,91,112,69,68,61,43,148,38,45,37,44,47,42,26,34,17,70,13,14,23,12,17,13,5,3,5,23,12879,Tamoenye(ST),MMR015011
 Total,949,951.0,852,972,840,1074,781,977,965,785,867,830,715,890,665,890,546,578,542,567,682,559,493,538,447,777,404,461,422,414,534,416,339,375,305,587,236,395,360,363,437,307,263,335,273,527,239,299,308,327,318,290,187,220,185,419,161,132,144,154,179,111,110,97,80,205,60,73,55,68,64,58,37,59,22,88,16,20,26,18,18,15,10,3,8,31,32399,Tamoenye(ST),MMR015011
