Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,51,185.0,197,238,215,196,168,230,203,201,157,165,150,156,137,163,102,113,124,90,137,81,100,139,97,139,78,111,83,100,131,102,93,121,72,149,63,108,112,70,121,67,74,68,64,89,40,71,68,67,58,68,47,60,30,82,19,36,26,23,41,23,27,23,7,24,9,12,11,8,15,5,2,4,6,7,3,5,5,5,10,2,2,-,4,9,6774,Kamine(ST),MMR001009
 Illiterate,178,53.0,19,16,8,4,1,1,3,1,4,6,1,2,1,7,2,2,2,1,6,1,2,1,3,4,2,2,7,1,9,2,4,6,2,7,7,6,2,9,10,7,5,11,3,22,1,9,4,6,10,6,2,8,4,10,1,2,6,2,16,4,5,7,2,9,2,4,2,-,5,4,-,1,-,5,1,1,-,-,1,1,-,-,-,2,596,Kamine(ST),MMR001009
 Total,229,238.0,216,254,223,200,169,231,206,202,161,171,151,158,138,170,104,115,126,91,143,82,102,140,100,143,80,113,90,101,140,104,97,127,74,156,70,114,114,79,131,74,79,79,67,111,41,80,72,73,68,74,49,68,34,92,20,38,32,25,57,27,32,30,9,33,11,16,13,8,20,9,2,5,6,12,4,6,5,5,11,3,2,-,4,11,7370,Kamine(ST),MMR001009
