Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,84,132.0,199,270,233,332,218,329,310,245,247,206,194,236,121,241,125,131,128,137,182,133,132,157,92,172,75,87,76,64,110,79,61,81,47,89,37,45,47,36,63,37,29,42,31,64,25,39,22,27,27,24,16,15,8,33,7,9,5,6,12,6,5,5,1,12,-,4,3,2,-,2,-,3,-,4,-,1,-,1,1,-,-,-,-,-,6511,Mine Pauk(ST),MMR016003
 Illiterate,617,486.0,350,410,260,484,184,292,249,206,419,245,231,457,231,777,200,227,280,185,630,240,248,351,164,1012,157,236,178,168,586,216,158,250,138,748,113,189,146,108,432,130,117,160,102,596,89,122,107,94,189,165,85,87,35,448,44,73,59,39,146,77,49,37,19,227,10,31,13,12,51,15,10,21,5,107,4,11,3,2,13,6,2,3,2,39,16914,Mine Pauk(ST),MMR016003
 Total,701,618.0,549,680,493,816,402,621,559,451,666,451,425,693,352,1018,325,358,408,322,812,373,380,508,256,1184,232,323,254,232,696,295,219,331,185,837,150,234,193,144,495,167,146,202,133,660,114,161,129,121,216,189,101,102,43,481,51,82,64,45,158,83,54,42,20,239,10,35,16,14,51,17,10,24,5,111,4,12,3,3,14,6,2,3,2,39,23425,Mine Pauk(ST),MMR016003
