Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,15,46.0,49,72,53,91,75,102,104,111,70,74,78,95,59,83,55,76,52,50,54,51,38,66,40,64,34,33,35,19,30,27,20,37,17,22,12,14,15,12,18,9,6,11,11,15,8,13,9,8,7,11,5,11,7,13,6,4,3,6,3,5,8,4,5,9,-,1,1,1,1,1,2,1,-,3,-,-,-,-,-,-,-,-,-,3,2279,Panwa(ST),MMR001005
 Illiterate,93,85.0,54,66,37,44,24,27,19,22,22,21,13,20,16,18,8,15,13,9,21,18,11,22,10,26,12,20,7,8,17,27,11,20,9,36,8,16,18,17,20,15,4,28,12,36,5,19,12,7,11,19,10,12,5,18,4,10,8,4,4,3,4,2,2,11,-,2,4,1,4,1,1,2,-,4,1,2,-,3,3,1,-,-,-,8,1282,Panwa(ST),MMR001005
 Total,108,131.0,103,138,90,135,99,129,123,133,92,95,91,115,75,101,63,91,65,59,75,69,49,88,50,90,46,53,42,27,47,54,31,57,26,58,20,30,33,29,38,24,10,39,23,51,13,32,21,15,18,30,15,23,12,31,10,14,11,10,7,8,12,6,7,20,-,3,5,2,5,2,3,3,-,7,1,2,-,3,3,1,-,-,-,11,3561,Panwa(ST),MMR001005
