Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,8,21.0,37,36,32,49,27,51,58,39,58,48,38,47,41,60,40,39,24,31,56,24,28,21,28,47,29,26,26,19,30,31,21,28,25,37,24,20,31,26,35,21,25,22,12,32,16,18,14,15,11,13,9,9,8,16,7,3,9,4,4,2,5,2,4,2,2,1,2,2,1,-,2,2,2,2,-,-,-,-,-,-,-,-,-,2,1697,Homane(ST),MMR014018
 Illiterate,59,33.0,23,25,43,33,17,20,26,21,22,24,16,29,23,19,12,12,16,11,26,18,17,21,11,53,12,29,19,15,30,9,9,19,9,32,5,15,14,19,33,19,13,18,6,31,16,12,22,13,16,13,13,7,7,18,4,3,2,4,11,3,4,4,1,9,1,-,2,-,3,1,1,3,-,1,-,1,-,1,-,2,-,-,-,-,1184,Homane(ST),MMR014018
 Total,67,54.0,60,61,75,82,44,71,84,60,80,72,54,76,64,79,52,51,40,42,82,42,45,42,39,100,41,55,45,34,60,40,30,47,34,69,29,35,45,45,68,40,38,40,18,63,32,30,36,28,27,26,22,16,15,34,11,6,11,8,15,5,9,6,5,11,3,1,4,2,4,1,3,5,2,3,-,1,-,1,-,2,-,-,-,2,2881,Homane(ST),MMR014018
