Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,352,717.0,854,811,855,875,856,944,1074,1039,982,981,1101,1147,1005,1298,1148,1126,1156,1038,998,976,1013,1129,988,1239,896,964,966,863,946,794,790,846,761,906,657,864,856,738,806,754,727,847,680,752,647,742,630,646,659,556,535,558,525,541,338,404,385,334,359,273,279,270,189,232,127,163,133,111,188,119,86,96,69,84,68,72,49,53,42,39,31,18,14,96,52875,Mingala Taungnyunt,MMR013022
 Illiterate,460,105.0,50,20,26,12,15,12,6,24,13,13,17,15,16,15,22,13,10,14,9,15,11,15,14,15,9,10,11,6,14,9,4,14,6,11,9,10,8,6,11,7,10,11,4,5,8,6,8,4,5,5,13,6,2,5,4,5,5,8,5,2,2,3,1,4,1,3,3,3,4,-,-,3,5,3,-,1,3,3,1,1,2,3,-,1,1273,Mingala Taungnyunt,MMR013022
 Total,812,822.0,904,831,881,887,871,956,1080,1063,995,994,1118,1162,1021,1313,1170,1139,1166,1052,1007,991,1024,1144,1002,1254,905,974,977,869,960,803,794,860,767,917,666,874,864,744,817,761,737,858,684,757,655,748,638,650,664,561,548,564,527,546,342,409,390,342,364,275,281,273,190,236,128,166,136,114,192,119,86,99,74,87,68,73,52,56,43,40,33,21,14,97,54148,Mingala Taungnyunt,MMR013022
