Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,639,1715.0,1867,1740,1968,1969,2039,1878,2088,2004,2065,1743,1840,1880,1544,1852,1597,1583,1572,1584,1984,1684,1707,1847,1695,2097,1581,1751,1743,1504,1971,1489,1492,1515,1380,1688,1289,1614,1373,1243,1730,1229,1320,1279,1166,1458,1097,1140,1116,1087,1323,890,876,784,764,893,630,621,593,545,606,448,498,304,216,401,248,250,241,189,334,173,164,210,126,184,122,125,115,91,85,53,56,46,15,100,93755,Aunglan,MMR009016
 Illiterate,1378,306.0,129,71,57,56,36,53,52,56,49,41,51,58,53,67,46,40,44,41,72,47,50,59,43,81,35,74,62,42,62,38,47,52,21,46,42,54,44,34,30,28,30,43,32,47,33,36,42,26,43,23,16,21,27,21,20,25,18,20,27,27,22,12,14,22,9,11,15,13,38,17,12,24,11,17,11,8,12,6,6,5,3,2,5,12,4631,Aunglan,MMR009016
 Total,2017,2021.0,1996,1811,2025,2025,2075,1931,2140,2060,2114,1784,1891,1938,1597,1919,1643,1623,1616,1625,2056,1731,1757,1906,1738,2178,1616,1825,1805,1546,2033,1527,1539,1567,1401,1734,1331,1668,1417,1277,1760,1257,1350,1322,1198,1505,1130,1176,1158,1113,1366,913,892,805,791,914,650,646,611,565,633,475,520,316,230,423,257,261,256,202,372,190,176,234,137,201,133,133,127,97,91,58,59,48,20,112,98386,Aunglan,MMR009016
