Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,51,175.0,189,207,227,202,187,211,210,204,192,170,163,199,167,189,146,131,128,155,157,143,140,152,112,143,128,137,112,124,145,90,98,132,116,138,84,136,120,89,133,88,85,78,83,82,51,78,75,67,87,49,35,58,27,33,33,22,27,23,31,23,20,6,7,10,4,6,12,4,7,6,5,3,-,4,4,1,2,1,1,3,-,1,-,3,7377,Karathuri(ST),MMR006010
 Illiterate,142,81.0,27,17,9,9,4,6,8,7,3,3,4,5,6,4,1,9,3,1,9,3,1,4,4,6,4,8,7,4,6,3,2,2,3,7,1,3,1,3,7,-,2,-,1,5,-,-,2,2,2,1,1,1,-,4,1,2,1,3,2,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-,1,473,Karathuri(ST),MMR006010
 Total,193,256.0,216,224,236,211,191,217,218,211,195,173,167,204,173,193,147,140,131,156,166,146,141,156,116,149,132,145,119,128,151,93,100,134,119,145,85,139,121,92,140,88,87,78,84,87,51,78,77,69,89,50,36,59,27,37,34,24,28,26,33,24,20,6,7,10,4,6,13,4,7,6,5,3,-,4,4,2,2,1,3,3,-,1,-,4,7850,Karathuri(ST),MMR006010
