Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,202,466.0,507,449,553,513,464,489,532,496,443,418,459,449,421,536,395,428,405,380,511,385,486,546,434,554,460,442,482,425,558,408,453,520,494,538,426,523,468,395,473,420,432,424,381,503,357,373,439,380,409,342,339,355,304,391,263,257,259,227,275,165,214,123,79,116,72,108,107,91,161,79,81,99,69,79,58,54,59,43,43,29,15,16,14,39,28129,Zigon,MMR008011
 Illiterate,299,63.0,18,18,21,12,7,5,11,14,13,13,13,17,7,17,6,10,9,5,12,7,12,17,10,16,6,11,15,11,12,9,12,7,5,6,7,7,8,5,11,6,9,4,4,11,8,7,13,2,9,4,6,3,1,8,6,2,5,2,6,3,3,4,2,3,-,2,4,9,4,2,1,3,5,1,2,2,3,4,1,2,1,-,1,4,966,Zigon,MMR008011
 Total,501,529.0,525,467,574,525,471,494,543,510,456,431,472,466,428,553,401,438,414,385,523,392,498,563,444,570,466,453,497,436,570,417,465,527,499,544,433,530,476,400,484,426,441,428,385,514,365,380,452,382,418,346,345,358,305,399,269,259,264,229,281,168,217,127,81,119,72,110,111,100,165,81,82,102,74,80,60,56,62,47,44,31,16,16,15,43,29095,Zigon,MMR008011
