Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,22,59.0,88,115,111,162,107,106,131,101,86,66,67,78,55,74,50,47,51,39,45,34,25,35,34,52,32,36,28,12,37,22,17,26,20,48,14,14,12,16,25,6,8,14,9,31,8,15,17,10,14,8,8,2,4,20,5,2,2,5,11,7,4,1,1,8,-,1,2,-,3,1,2,1,-,2,-,-,-,1,1,-,-,1,-,1,2435,Shan Ywathit(ST),MMR003002
 Illiterate,300,260.0,241,238,168,214,131,157,155,128,154,138,139,130,91,150,79,91,94,71,137,74,75,99,59,229,65,119,73,54,179,77,63,96,54,201,52,73,61,29,130,44,39,59,38,198,31,39,30,27,77,36,39,38,18,158,16,29,17,16,67,16,30,11,7,84,4,10,3,5,20,4,3,5,2,26,1,4,1,-,3,1,-,3,-,15,6402,Shan Ywathit(ST),MMR003002
 Total,322,319.0,329,353,279,376,238,263,286,229,240,204,206,208,146,224,129,138,145,110,182,108,100,134,93,281,97,155,101,66,216,99,80,122,74,249,66,87,73,45,155,50,47,73,47,229,39,54,47,37,91,44,47,40,22,178,21,31,19,21,78,23,34,12,8,92,4,11,5,5,23,5,5,6,2,28,1,4,1,1,4,1,-,4,-,16,8837,Shan Ywathit(ST),MMR003002
