Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,950,2560.0,2849,2671,2793,3037,2905,3160,3158,3032,2809,2333,2450,2451,1973,2450,2008,1939,1811,1773,2336,1801,1977,2142,2042,2446,1969,2061,2016,1570,2233,1789,1762,1920,1692,1851,1286,1885,1530,1422,1806,1405,1323,1530,1208,1682,1280,1373,1479,1217,1413,1187,1050,1025,919,1188,766,776,732,624,724,490,410,314,231,366,233,225,244,200,375,217,177,203,156,184,123,113,99,113,89,78,48,38,23,100,116398,Myaungmya,MMR017014
 Illiterate,2271,633.0,321,191,148,144,106,149,141,134,120,134,131,145,96,174,110,120,128,110,172,119,157,171,136,230,157,155,167,131,249,156,125,163,132,135,70,122,106,79,143,82,106,99,88,119,88,102,105,79,117,76,69,72,45,104,52,49,45,49,66,26,45,19,19,51,17,19,34,24,48,24,13,18,23,35,13,20,20,14,31,8,11,7,7,16,10755,Myaungmya,MMR017014
 Total,3221,3193.0,3170,2862,2941,3181,3011,3309,3299,3166,2929,2467,2581,2596,2069,2624,2118,2059,1939,1883,2508,1920,2134,2313,2178,2676,2126,2216,2183,1701,2482,1945,1887,2083,1824,1986,1356,2007,1636,1501,1949,1487,1429,1629,1296,1801,1368,1475,1584,1296,1530,1263,1119,1097,964,1292,818,825,777,673,790,516,455,333,250,417,250,244,278,224,423,241,190,221,179,219,136,133,119,127,120,86,59,45,30,116,127153,Myaungmya,MMR017014
