Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,58,182.0,197,174,207,227,189,242,271,182,168,118,138,152,111,124,123,138,121,88,113,106,103,116,110,139,91,115,97,90,148,91,85,99,86,132,65,117,86,75,114,68,67,85,47,83,47,52,68,44,63,73,58,64,27,75,31,37,50,42,52,36,30,26,12,29,10,24,11,14,22,8,7,9,2,7,3,6,1,5,4,4,3,-,1,3,6798,Khawzar,MMR011006
 Illiterate,170,64.0,40,37,20,23,13,16,17,16,16,16,7,20,10,21,13,18,17,15,19,19,32,32,33,37,22,33,38,26,52,24,36,43,30,47,19,42,19,20,52,27,30,40,30,61,30,33,44,34,54,44,41,38,23,56,16,29,32,14,43,25,19,21,7,46,11,24,18,14,25,15,13,19,2,22,3,8,3,5,9,6,3,4,1,23,2309,Khawzar,MMR011006
 Total,228,246.0,237,211,227,250,202,258,288,198,184,134,145,172,121,145,136,156,138,103,132,125,135,148,143,176,113,148,135,116,200,115,121,142,116,179,84,159,105,95,166,95,97,125,77,144,77,85,112,78,117,117,99,102,50,131,47,66,82,56,95,61,49,47,19,75,21,48,29,28,47,23,20,28,4,29,6,14,4,10,13,10,6,4,2,26,9107,Khawzar,MMR011006
