Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,805,1900.0,2087,2133,2176,2298,2240,2381,2436,2360,2342,2041,2073,2026,1763,2089,1820,1743,1703,1537,1867,1581,1722,1779,1581,1920,1628,1631,1677,1419,1763,1352,1318,1401,1372,1483,1013,1554,1320,1175,1466,1208,1106,1146,1008,1169,930,992,937,870,952,787,659,747,644,780,460,479,498,416,531,313,352,272,187,261,175,195,170,179,260,142,111,120,86,92,59,65,79,54,58,43,23,25,13,94,91722,Twantay,MMR013027
 Illiterate,1468,369.0,164,111,55,58,56,59,41,42,61,46,61,57,67,69,46,63,63,55,81,61,62,72,66,88,58,75,73,60,86,64,74,59,62,78,47,66,44,47,61,59,43,59,41,56,28,42,31,30,52,23,24,25,15,30,20,15,16,18,23,12,11,8,6,16,9,7,7,9,5,12,9,7,10,11,3,6,6,3,8,2,1,1,-,7,5221,Twantay,MMR013027
 Total,2273,2269.0,2251,2244,2231,2356,2296,2440,2477,2402,2403,2087,2134,2083,1830,2158,1866,1806,1766,1592,1948,1642,1784,1851,1647,2008,1686,1706,1750,1479,1849,1416,1392,1460,1434,1561,1060,1620,1364,1222,1527,1267,1149,1205,1049,1225,958,1034,968,900,1004,810,683,772,659,810,480,494,514,434,554,325,363,280,193,277,184,202,177,188,265,154,120,127,96,103,62,71,85,57,66,45,24,26,13,101,96943,Twantay,MMR013027
