Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,95,214.0,240,281,301,251,232,276,274,233,221,242,189,170,145,171,138,131,162,165,172,198,187,212,206,220,203,235,205,176,258,210,212,218,204,237,222,247,253,225,260,222,211,222,201,245,176,200,201,190,172,155,179,152,139,165,113,144,144,120,116,88,104,73,85,68,60,78,61,50,72,48,48,45,33,28,25,21,12,24,12,8,6,6,6,17,13236,Kyaukhtu(ST),MMR009025
 Illiterate,116,17.0,11,7,6,-,5,1,2,5,1,3,4,1,1,4,2,5,2,5,3,2,4,1,5,5,3,1,6,6,6,8,2,4,3,7,6,4,3,-,5,3,6,1,3,10,6,7,3,5,9,3,8,4,3,4,5,2,1,12,9,4,3,3,3,2,8,6,5,6,9,8,4,5,3,4,4,3,3,3,4,2,-,1,1,2,482,Kyaukhtu(ST),MMR009025
 Total,211,231.0,251,288,307,251,237,277,276,238,222,245,193,171,146,175,140,136,164,170,175,200,191,213,211,225,206,236,211,182,264,218,214,222,207,244,228,251,256,225,265,225,217,223,204,255,182,207,204,195,181,158,187,156,142,169,118,146,145,132,125,92,107,76,88,70,68,84,66,56,81,56,52,50,36,32,29,24,15,27,16,10,6,7,7,19,13718,Kyaukhtu(ST),MMR009025
