Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,493,1336.0,1638,1434,1543,1541,1409,1467,1637,1553,1422,1206,1422,1454,1236,1482,1227,1185,1187,1184,1396,1122,1286,1360,1247,1552,1161,1255,1244,1099,1374,977,1122,1186,1139,1263,976,1171,983,929,1235,851,912,910,797,960,768,767,749,707,840,602,667,639,494,645,410,460,422,449,438,310,386,273,165,319,201,235,199,159,284,134,171,171,85,133,75,64,68,49,74,28,30,23,16,69,69341,Minbu,MMR009007
 Illiterate,1033,217.0,91,42,37,38,36,39,43,33,46,46,29,44,32,48,34,43,31,43,56,31,47,43,47,54,25,45,27,34,50,30,37,37,21,42,26,30,25,21,33,15,22,11,15,30,18,18,17,10,16,11,12,7,9,17,7,9,11,5,17,5,11,10,7,13,6,5,13,8,16,6,3,11,9,11,4,3,6,3,4,2,2,3,-,7,3211,Minbu,MMR009007
 Total,1526,1553.0,1729,1476,1580,1579,1445,1506,1680,1586,1468,1252,1451,1498,1268,1530,1261,1228,1218,1227,1452,1153,1333,1403,1294,1606,1186,1300,1271,1133,1424,1007,1159,1223,1160,1305,1002,1201,1008,950,1268,866,934,921,812,990,786,785,766,717,856,613,679,646,503,662,417,469,433,454,455,315,397,283,172,332,207,240,212,167,300,140,174,182,94,144,79,67,74,52,78,30,32,26,16,76,72552,Minbu,MMR009007
