Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,117,241.0,249,237,252,282,249,314,349,363,289,318,372,412,387,392,395,385,386,364,317,310,326,343,316,374,277,283,284,292,274,288,262,303,260,307,242,295,254,248,290,279,268,305,260,311,248,275,243,256,210,242,200,255,204,227,160,177,164,144,153,129,114,107,94,100,72,73,73,56,85,57,38,52,44,34,32,36,31,21,24,15,21,9,9,42,18447,Pazuntaung,MMR013016
 Illiterate,135,32.0,10,4,4,1,3,2,2,3,4,2,4,5,3,6,4,3,2,3,3,2,3,4,-,-,4,3,3,7,4,4,3,5,2,4,1,4,3,1,2,1,2,1,1,1,2,1,4,2,1,1,3,-,1,6,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,-,1,-,2,-,-,-,-,1,1,1,1,-,4,354,Pazuntaung,MMR013016
 Total,252,273.0,259,241,256,283,252,316,351,366,293,320,376,417,390,398,399,388,388,367,320,312,329,347,316,374,281,286,287,299,278,292,265,308,262,311,243,299,257,249,292,280,270,306,261,312,250,276,247,258,211,243,203,255,205,233,162,178,166,145,155,130,115,108,95,101,73,74,75,57,87,59,38,53,44,36,32,36,31,21,25,16,22,10,9,46,18801,Pazuntaung,MMR013016
