Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,115,393.0,410,368,372,400,389,371,395,340,328,307,229,233,222,281,234,248,232,235,310,297,298,328,288,373,353,304,318,271,363,343,372,348,329,377,349,395,375,348,384,314,353,306,280,339,257,288,239,262,254,207,219,193,194,196,162,189,209,153,168,153,169,124,115,131,97,120,82,83,112,59,77,69,50,65,42,31,45,33,28,12,23,15,8,23,19773,Htilin,MMR009024
 Illiterate,205,18.0,16,4,3,4,3,5,5,-,3,2,3,4,6,3,3,-,3,1,4,1,6,3,4,4,4,7,2,4,3,1,2,2,4,4,3,2,1,-,1,5,3,10,4,5,6,3,7,6,8,2,5,3,4,6,5,4,3,3,5,6,7,6,5,12,5,4,8,4,6,-,5,2,3,5,2,2,-,-,3,2,-,1,2,1,541,Htilin,MMR009024
 Total,320,411.0,426,372,375,404,392,376,400,340,331,309,232,237,228,284,237,248,235,236,314,298,304,331,292,377,357,311,320,275,366,344,374,350,333,381,352,397,376,348,385,319,356,316,284,344,263,291,246,268,262,209,224,196,198,202,167,193,212,156,173,159,176,130,120,143,102,124,90,87,118,59,82,71,53,70,44,33,45,33,31,14,23,16,10,24,20314,Htilin,MMR009024
