Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,50,129.0,208,205,214,238,180,206,214,204,229,187,170,212,134,188,129,155,128,135,151,121,122,137,112,209,97,120,107,97,155,106,114,130,85,124,70,108,126,73,137,89,65,75,54,134,53,59,68,66,101,69,74,83,45,100,26,43,40,38,48,28,17,18,15,27,11,12,13,8,21,8,10,11,7,17,4,7,4,1,10,4,3,2,-,6,7610,Mone`,MMR014019
 Illiterate,265,155.0,102,83,67,82,41,46,35,36,50,44,46,58,39,84,36,51,35,42,79,41,52,59,43,112,41,57,57,29,103,44,61,60,30,113,42,55,60,36,122,54,54,67,23,148,32,54,47,40,87,54,36,27,16,97,16,22,24,19,57,16,24,21,19,45,7,11,18,5,34,5,5,12,1,29,4,6,3,5,16,3,4,2,-,17,3979,Mone`,MMR014019
 Total,315,284.0,310,288,281,320,221,252,249,240,279,231,216,270,173,272,165,206,163,177,230,162,174,196,155,321,138,177,164,126,258,150,175,190,115,237,112,163,186,109,259,143,119,142,77,282,85,113,115,106,188,123,110,110,61,197,42,65,64,57,105,44,41,39,34,72,18,23,31,13,55,13,15,23,8,46,8,13,7,6,26,7,7,4,-,23,11589,Mone`,MMR014019
