Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,344,1086.0,1157,1269,1275,1337,1184,1300,1389,1145,948,797,812,820,644,678,624,555,601,527,642,511,560,594,538,637,505,583,638,515,691,514,520,507,496,532,420,602,506,437,648,427,449,505,403,447,382,414,431,397,514,432,372,353,306,377,255,298,273,271,344,207,199,161,94,205,109,157,149,121,251,104,87,125,50,105,62,69,71,62,85,54,41,38,21,94,40459,Thayetchaung,MMR006003
 Illiterate,834,251.0,104,57,39,30,21,18,26,22,20,18,13,22,18,15,13,12,15,12,17,12,17,22,22,19,14,25,18,18,42,21,19,18,16,31,17,26,14,15,38,17,21,22,15,34,16,23,20,23,28,16,27,23,14,30,9,9,10,14,20,8,10,6,5,18,1,13,11,7,28,7,8,10,2,20,3,7,6,5,13,8,5,5,4,13,2615,Thayetchaung,MMR006003
 Total,1178,1337.0,1261,1326,1314,1367,1205,1318,1415,1167,968,815,825,842,662,693,637,567,616,539,659,523,577,616,560,656,519,608,656,533,733,535,539,525,512,563,437,628,520,452,686,444,470,527,418,481,398,437,451,420,542,448,399,376,320,407,264,307,283,285,364,215,209,167,99,223,110,170,160,128,279,111,95,135,52,125,65,76,77,67,98,62,46,43,25,107,43074,Thayetchaung,MMR006003
