Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,724,1472.0,1980,1956,2082,2166,2002,2430,2481,2026,1957,1752,1474,1899,1315,1356,932,1110,1123,984,1350,950,982,1121,856,1204,892,981,952,759,1175,746,749,974,680,909,626,1076,815,748,1190,805,704,909,707,1043,739,870,814,676,927,763,560,636,402,716,360,439,418,362,572,340,367,289,187,373,113,182,175,121,277,129,86,139,68,132,55,56,52,49,67,30,22,18,6,48,69759,Myauk U,MMR012003
 Illiterate,1543,638.0,355,234,163,120,96,133,127,98,105,101,74,112,69,77,47,52,50,53,93,41,58,68,55,97,45,58,62,50,113,46,68,59,41,80,35,58,52,39,92,46,47,59,49,94,45,66,77,48,105,56,40,45,20,81,29,39,47,37,61,26,43,35,21,55,17,21,25,9,37,26,12,22,14,22,13,9,12,8,18,11,10,6,4,15,7139,Myauk U,MMR012003
 Total,2267,2110.0,2335,2190,2245,2286,2098,2563,2608,2124,2062,1853,1548,2011,1384,1433,979,1162,1173,1037,1443,991,1040,1189,911,1301,937,1039,1014,809,1288,792,817,1033,721,989,661,1134,867,787,1282,851,751,968,756,1137,784,936,891,724,1032,819,600,681,422,797,389,478,465,399,633,366,410,324,208,428,130,203,200,130,314,155,98,161,82,154,68,65,64,57,85,41,32,24,10,63,76898,Myauk U,MMR012003
