Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,708,1746.0,1837,1836,1860,2032,1904,2069,2285,2122,2046,2383,2859,2901,2553,2495,1970,1830,1783,1731,2005,1708,1934,2053,1872,2240,1730,1878,1829,1608,1993,1563,1559,1671,1415,1743,1349,1540,1430,1248,1550,1191,1152,1210,1006,1236,871,1038,1017,952,970,789,752,772,633,798,540,556,493,441,511,379,360,288,236,310,210,218,213,164,236,167,124,129,90,132,81,83,62,63,66,25,27,29,21,67,97576,Pyin Oo Lwin,MMR010008
 Illiterate,1080,173.0,71,50,46,29,30,22,24,28,28,34,31,39,34,44,24,41,37,34,34,32,32,38,41,63,30,33,43,33,47,32,36,54,36,45,27,41,31,26,53,35,30,29,26,44,27,21,28,25,40,28,16,25,24,38,20,26,23,18,25,15,8,20,16,28,11,11,9,16,18,15,19,13,8,14,6,5,10,7,7,5,3,11,3,17,3549,Pyin Oo Lwin,MMR010008
 Total,1788,1919.0,1908,1886,1906,2061,1934,2091,2309,2150,2074,2417,2890,2940,2587,2539,1994,1871,1820,1765,2039,1740,1966,2091,1913,2303,1760,1911,1872,1641,2040,1595,1595,1725,1451,1788,1376,1581,1461,1274,1603,1226,1182,1239,1032,1280,898,1059,1045,977,1010,817,768,797,657,836,560,582,516,459,536,394,368,308,252,338,221,229,222,180,254,182,143,142,98,146,87,88,72,70,73,30,30,40,24,84,101125,Pyin Oo Lwin,MMR010008
