Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,744,1812.0,2079,1989,2129,2187,2090,2284,2562,2536,2254,2324,2419,2655,2466,2761,2403,2382,2330,2273,2367,2186,2219,2302,2155,2732,2135,2315,2165,2030,2204,1961,1755,2112,1745,2068,1561,1938,1805,1631,1903,1604,1510,1684,1385,1540,1157,1337,1374,1185,1224,1061,947,989,878,1087,662,736,697,606,750,486,591,439,355,476,274,329,319,307,374,280,180,221,162,200,147,101,121,130,105,66,46,41,28,163,116322,Insein,MMR013001
 Illiterate,1298,264.0,100,68,54,39,36,49,43,45,50,42,48,51,28,42,21,31,39,26,28,35,23,37,30,33,24,22,17,18,27,19,25,31,14,27,9,17,12,13,20,14,10,13,10,13,7,12,6,8,16,4,7,9,6,8,3,3,9,6,9,6,5,4,2,7,3,3,2,2,6,4,2,4,1,5,2,3,4,1,4,3,3,-,3,10,3117,Insein,MMR013001
 Total,2042,2076.0,2179,2057,2183,2226,2126,2333,2605,2581,2304,2366,2467,2706,2494,2803,2424,2413,2369,2299,2395,2221,2242,2339,2185,2765,2159,2337,2182,2048,2231,1980,1780,2143,1759,2095,1570,1955,1817,1644,1923,1618,1520,1697,1395,1553,1164,1349,1380,1193,1240,1065,954,998,884,1095,665,739,706,612,759,492,596,443,357,483,277,332,321,309,380,284,182,225,163,205,149,104,125,131,109,69,49,41,31,173,119439,Insein,MMR013001
