Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,69,171.0,219,251,173,250,212,304,280,243,223,242,208,222,178,229,162,187,177,187,161,158,142,157,109,164,90,120,96,72,88,96,70,94,59,117,54,68,63,60,54,58,32,66,41,65,45,46,49,41,34,38,25,33,25,52,16,23,20,19,27,16,15,8,5,20,11,11,8,7,5,3,4,4,5,12,5,2,3,1,2,1,2,3,2,3,7192,Monekoe(ST),MMR015009
 Illiterate,212,128.0,82,79,49,72,44,62,58,39,65,51,59,78,56,87,57,53,49,73,82,53,47,48,45,95,33,57,51,42,55,67,58,51,39,110,47,63,52,40,79,39,42,61,42,92,58,62,54,42,57,54,35,38,22,108,23,30,37,31,45,22,39,19,13,53,12,23,18,11,15,15,8,20,7,26,6,10,5,3,8,8,5,1,3,19,4008,Monekoe(ST),MMR015009
 Total,281,299.0,301,330,222,322,256,366,338,282,288,293,267,300,234,316,219,240,226,260,243,211,189,205,154,259,123,177,147,114,143,163,128,145,98,227,101,131,115,100,133,97,74,127,83,157,103,108,103,83,91,92,60,71,47,160,39,53,57,50,72,38,54,27,18,73,23,34,26,18,20,18,12,24,12,38,11,12,8,4,10,9,7,4,5,22,11200,Monekoe(ST),MMR015009
