Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,66,136.0,147,138,163,166,166,185,231,180,187,149,148,159,120,186,123,147,133,133,184,111,181,180,140,188,133,159,179,161,217,154,131,192,162,193,140,207,137,128,189,132,142,158,123,188,109,147,113,109,160,118,81,122,84,163,77,101,91,77,123,82,65,57,39,77,38,48,53,46,92,32,31,35,20,49,23,32,24,21,25,14,7,9,9,12,9887,Kyeintali(ST),MMR012017
 Illiterate,125,38.0,16,12,7,8,11,11,9,7,6,7,4,9,4,6,4,2,4,4,4,3,9,5,7,6,-,8,6,4,5,3,5,3,1,6,3,7,3,4,7,2,2,5,1,4,1,3,5,2,2,4,1,3,-,6,3,2,1,2,3,2,1,-,1,4,-,2,3,4,3,-,-,1,2,3,2,1,2,1,-,1,-,-,-,3,481,Kyeintali(ST),MMR012017
 Total,191,174.0,163,150,170,174,177,196,240,187,193,156,152,168,124,192,127,149,137,137,188,114,190,185,147,194,133,167,185,165,222,157,136,195,163,199,143,214,140,132,196,134,144,163,124,192,110,150,118,111,162,122,82,125,84,169,80,103,92,79,126,84,66,57,40,81,38,50,56,50,95,32,31,36,22,52,25,33,26,22,25,15,7,9,9,15,10368,Kyeintali(ST),MMR012017
