Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,33,51.0,81,82,86,91,68,90,80,59,62,38,41,70,53,75,47,48,50,31,85,36,42,50,41,94,33,32,21,31,89,28,21,25,20,66,12,26,26,14,48,15,19,18,10,45,12,15,15,11,31,10,8,8,3,26,2,6,4,4,18,4,4,3,2,19,4,2,2,1,7,-,2,1,-,3,-,-,-,-,-,-,-,-,-,2,2412,Makman,MMR015024
 Illiterate,286,258.0,214,215,120,188,70,137,104,85,145,90,86,129,74,194,70,64,97,51,245,66,77,102,51,292,40,50,52,42,176,45,37,59,38,219,31,37,58,27,152,33,30,38,23,174,29,27,25,32,55,37,21,23,12,112,9,13,21,8,42,6,6,4,7,58,1,4,8,3,15,4,3,4,-,17,1,3,-,-,1,2,1,-,1,4,5490,Makman,MMR015024
 Total,319,309.0,295,297,206,279,138,227,184,144,207,128,127,199,127,269,117,112,147,82,330,102,119,152,92,386,73,82,73,73,265,73,58,84,58,285,43,63,84,41,200,48,49,56,33,219,41,42,40,43,86,47,29,31,15,138,11,19,25,12,60,10,10,7,9,77,5,6,10,4,22,4,5,5,-,20,1,3,-,-,1,2,1,-,1,6,7902,Makman,MMR015024
