Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,627,1364.0,1575,1518,1541,1655,1567,1681,1739,1607,1387,1361,1344,1404,1043,1298,950,1071,1034,927,1173,994,1023,1060,936,1230,922,1070,944,882,1138,789,917,1109,852,1006,672,1023,911,782,1039,781,656,763,621,792,597,646,599,545,742,542,531,459,423,538,322,337,310,287,403,234,274,185,125,240,119,176,171,138,259,141,93,106,74,115,50,55,51,41,55,31,29,12,9,44,60886,Oatwin,MMR007013
 Illiterate,1030,262.0,136,81,62,67,41,48,52,49,65,53,51,36,48,48,31,46,38,48,78,37,38,59,45,69,46,52,67,51,97,45,43,68,39,58,31,56,38,45,63,37,30,48,43,50,26,24,31,25,40,25,19,15,14,29,8,25,11,12,27,12,18,11,5,29,7,13,11,7,22,12,16,15,10,18,10,7,12,4,9,4,4,4,1,9,4226,Oatwin,MMR007013
 Total,1657,1626.0,1711,1599,1603,1722,1608,1729,1791,1656,1452,1414,1395,1440,1091,1346,981,1117,1072,975,1251,1031,1061,1119,981,1299,968,1122,1011,933,1235,834,960,1177,891,1064,703,1079,949,827,1102,818,686,811,664,842,623,670,630,570,782,567,550,474,437,567,330,362,321,299,430,246,292,196,130,269,126,189,182,145,281,153,109,121,84,133,60,62,63,45,64,35,33,16,10,53,65112,Oatwin,MMR007013
