Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,347,1153.0,1246,1247,1206,1187,1193,1305,1358,1310,1131,1107,1195,1205,1032,1147,924,903,923,827,1013,918,955,986,845,1112,826,847,900,773,959,733,773,801,611,796,584,771,711,582,720,506,509,479,415,544,352,468,427,395,407,404,343,337,260,340,224,220,208,200,229,177,204,151,94,139,65,103,88,83,105,51,73,59,41,62,24,27,33,17,31,11,12,9,7,39,48134,Bhamo,MMR001010
 Illiterate,773,123.0,44,34,24,22,6,19,14,7,12,10,12,21,12,20,19,12,14,11,21,15,19,21,14,29,14,26,36,20,37,25,21,29,19,32,17,26,22,14,37,25,23,21,22,44,18,25,14,23,22,21,17,16,15,27,10,7,18,10,14,9,12,8,8,22,9,4,8,6,18,5,6,5,4,11,2,7,3,4,6,3,2,2,1,11,2271,Bhamo,MMR001010
 Total,1120,1276.0,1290,1281,1230,1209,1199,1324,1372,1317,1143,1117,1207,1226,1044,1167,943,915,937,838,1034,933,974,1007,859,1141,840,873,936,793,996,758,794,830,630,828,601,797,733,596,757,531,532,500,437,588,370,493,441,418,429,425,360,353,275,367,234,227,226,210,243,186,216,159,102,161,74,107,96,89,123,56,79,64,45,73,26,34,36,21,37,14,14,11,8,50,50405,Bhamo,MMR001010
