Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,31,98.0,130,116,100,126,92,108,87,103,95,107,112,141,106,164,109,119,92,107,148,102,98,122,132,170,94,124,96,83,139,77,82,87,47,99,58,83,76,40,60,45,43,49,25,57,25,27,37,28,24,13,18,26,10,22,11,8,9,9,9,8,9,6,3,6,4,2,3,-,3,5,1,2,-,-,-,-,-,1,2,-,-,-,-,3,4713,Shinbwayyan(ST),MMR001004
 Illiterate,108,41.0,18,4,4,4,4,6,4,3,11,2,5,5,6,14,8,10,8,9,10,6,12,8,8,25,4,7,8,8,18,9,8,11,7,17,2,4,10,8,24,8,9,9,4,24,3,6,8,4,7,5,6,1,3,15,1,5,4,2,9,4,1,-,4,9,3,-,2,3,1,1,-,-,3,6,-,-,1,1,-,-,-,-,-,1,661,Shinbwayyan(ST),MMR001004
 Total,139,139.0,148,120,104,130,96,114,91,106,106,109,117,146,112,178,117,129,100,116,158,108,110,130,140,195,98,131,104,91,157,86,90,98,54,116,60,87,86,48,84,53,52,58,29,81,28,33,45,32,31,18,24,27,13,37,12,13,13,11,18,12,10,6,7,15,7,2,5,3,4,6,1,2,3,6,-,-,1,2,2,-,-,-,-,4,5374,Shinbwayyan(ST),MMR001004
