Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,315,785.0,1005,1038,1048,1100,1027,1023,1046,996,847,695,699,791,641,775,572,677,626,529,616,457,529,539,455,615,460,478,574,443,578,408,472,471,397,542,358,502,469,388,476,352,322,366,301,398,307,338,328,299,358,268,240,215,174,303,165,200,178,173,208,131,113,96,58,127,56,93,83,52,91,56,39,54,23,59,18,33,27,28,22,15,11,8,7,30,33285,Kyarinseikkyi,MMR003007
 Illiterate,905,472.0,309,227,128,157,108,106,126,103,155,108,121,142,99,142,109,114,107,84,143,95,99,126,93,168,101,138,120,131,169,124,135,137,118,181,97,160,136,139,209,129,129,140,112,175,82,120,140,112,177,132,101,124,77,186,61,91,84,84,127,53,93,55,21,135,29,44,56,35,75,30,15,36,20,66,10,29,25,26,40,15,13,7,7,36,9995,Kyarinseikkyi,MMR003007
 Total,1220,1257.0,1314,1265,1176,1257,1135,1129,1172,1099,1002,803,820,933,740,917,681,791,733,613,759,552,628,665,548,783,561,616,694,574,747,532,607,608,515,723,455,662,605,527,685,481,451,506,413,573,389,458,468,411,535,400,341,339,251,489,226,291,262,257,335,184,206,151,79,262,85,137,139,87,166,86,54,90,43,125,28,62,52,54,62,30,24,15,14,66,43280,Kyarinseikkyi,MMR003007
