Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,31,99.0,105,108,116,127,104,156,136,130,132,107,97,119,100,139,76,98,81,74,108,84,80,81,48,121,57,68,52,42,85,43,47,51,46,67,33,45,45,35,47,33,27,35,21,59,26,30,31,33,27,42,23,42,15,33,14,17,10,12,14,5,7,12,8,11,3,2,-,6,4,6,1,4,-,4,-,1,1,-,-,-,-,-,-,1,4040,Dotphoneyan(ST),MMR001012
 Illiterate,101,44.0,11,15,5,6,-,1,1,3,2,-,5,4,5,8,3,7,5,5,4,5,5,8,4,7,4,9,6,11,15,9,7,6,9,19,8,17,8,14,14,8,9,8,8,28,6,17,18,16,24,17,9,17,7,29,3,5,5,6,6,3,5,8,1,13,1,2,5,1,10,4,1,5,1,4,-,-,1,1,1,1,2,-,-,2,738,Dotphoneyan(ST),MMR001012
 Total,132,143.0,116,123,121,133,104,157,137,133,134,107,102,123,105,147,79,105,86,79,112,89,85,89,52,128,61,77,58,53,100,52,54,57,55,86,41,62,53,49,61,41,36,43,29,87,32,47,49,49,51,59,32,59,22,62,17,22,15,18,20,8,12,20,9,24,4,4,5,7,14,10,2,9,1,8,-,1,2,1,1,1,2,-,-,3,4778,Dotphoneyan(ST),MMR001012
