Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,1010,2459.0,2922,2767,2988,3059,2793,3097,3172,2928,2822,2675,2697,2895,2128,2844,1947,2091,2076,1729,2499,1833,2166,2249,1879,2753,1849,2042,2160,1642,2541,1551,1949,2008,1604,2116,1407,1933,1714,1399,2096,1356,1557,1546,1269,1718,1079,1184,1212,976,1398,853,949,905,661,1063,591,606,591,541,767,394,585,370,258,475,196,282,304,184,415,165,215,215,125,216,93,112,113,80,95,50,51,44,23,90,118461,Kambalu,MMR005007
 Illiterate,1749,341.0,136,95,57,36,29,40,26,25,20,20,26,33,18,34,19,22,16,25,36,25,29,32,12,52,21,37,32,14,48,20,31,29,12,36,17,30,20,20,35,17,29,29,19,27,10,14,21,19,29,13,12,19,6,32,9,19,6,9,16,10,7,12,11,22,4,8,11,5,18,9,8,18,8,18,4,12,1,1,11,5,2,3,1,11,3930,Kambalu,MMR005007
 Total,2759,2800.0,3058,2862,3045,3095,2822,3137,3198,2953,2842,2695,2723,2928,2146,2878,1966,2113,2092,1754,2535,1858,2195,2281,1891,2805,1870,2079,2192,1656,2589,1571,1980,2037,1616,2152,1424,1963,1734,1419,2131,1373,1586,1575,1288,1745,1089,1198,1233,995,1427,866,961,924,667,1095,600,625,597,550,783,404,592,382,269,497,200,290,315,189,433,174,223,233,133,234,97,124,114,81,106,55,53,47,24,101,122391,Kambalu,MMR005007
