Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,133,356.0,487,618,549,669,508,615,574,520,472,373,343,451,319,459,261,303,298,263,435,238,251,262,201,391,158,178,171,170,308,192,175,181,130,253,130,183,148,135,235,102,98,106,78,138,82,87,80,80,80,57,53,66,39,82,35,34,42,30,32,27,22,21,7,24,6,10,13,3,15,9,7,3,5,10,6,2,1,3,2,1,-,1,1,8,14704,Minesat,MMR016006
 Illiterate,1142,858.0,675,594,363,469,278,341,308,301,439,303,260,436,230,647,226,215,246,249,636,247,245,286,190,787,191,228,168,227,585,276,223,254,183,792,250,241,199,247,573,195,153,189,163,669,194,103,126,149,242,131,80,101,67,442,107,49,44,71,181,36,49,45,22,242,51,21,27,24,63,12,10,16,7,90,10,7,5,2,17,7,4,2,3,32,19868,Minesat,MMR016006
 Total,1275,1214.0,1162,1212,912,1138,786,956,882,821,911,676,603,887,549,1106,487,518,544,512,1071,485,496,548,391,1178,349,406,339,397,893,468,398,435,313,1045,380,424,347,382,808,297,251,295,241,807,276,190,206,229,322,188,133,167,106,524,142,83,86,101,213,63,71,66,29,266,57,31,40,27,78,21,17,19,12,100,16,9,6,5,19,8,4,3,4,40,34572,Minesat,MMR016006
