Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,61,163.0,202,191,191,199,190,189,217,174,173,188,174,204,170,192,167,179,183,162,211,161,143,178,155,207,157,203,174,162,229,122,155,180,141,156,117,195,157,105,181,119,110,132,85,110,72,97,97,77,105,91,59,47,34,51,35,32,45,21,45,20,16,8,7,17,4,3,10,11,13,12,5,6,-,3,-,5,-,1,3,-,-,2,-,1,8669,Khamaukgyi,MMR006009
 Illiterate,224,119.0,58,38,20,20,22,16,9,8,16,4,16,16,11,14,9,8,9,5,5,5,14,14,8,13,7,7,8,7,11,8,10,9,8,12,2,11,6,6,8,4,6,4,3,3,6,2,4,5,6,4,2,2,2,6,3,-,2,1,1,1,-,-,-,2,2,2,-,-,2,1,-,-,1,1,-,-,-,-,1,-,-,3,-,-,903,Khamaukgyi,MMR006009
 Total,285,282.0,260,229,211,219,212,205,226,182,189,192,190,220,181,206,176,187,192,167,216,166,157,192,163,220,164,210,182,169,240,130,165,189,149,168,119,206,163,111,189,123,116,136,88,113,78,99,101,82,111,95,61,49,36,57,38,32,47,22,46,21,16,8,7,19,6,5,10,11,15,13,5,6,1,4,-,5,-,1,4,-,-,5,-,1,9572,Khamaukgyi,MMR006009
