Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,826,1896.0,2067,1941,2064,2080,1964,2160,2140,1967,1886,1662,1712,1695,1531,1734,1376,1489,1522,1455,1722,1353,1482,1644,1456,1889,1349,1496,1555,1285,1714,1218,1282,1395,1177,1346,1040,1396,1152,1099,1393,1044,991,1087,950,1045,774,870,872,864,1030,824,676,670,586,727,454,479,422,371,549,345,340,260,184,328,151,165,170,156,288,130,131,111,68,107,54,61,65,52,64,35,26,28,17,47,83278,Yaedashe,MMR007010
 Illiterate,1590,440.0,182,94,58,62,38,44,41,44,51,36,39,57,35,59,23,41,39,32,55,37,41,50,32,62,24,43,41,36,55,28,46,31,27,37,23,41,33,34,52,22,40,36,23,40,27,29,19,24,35,28,23,27,17,42,11,24,22,18,34,8,17,19,4,34,5,12,12,11,37,23,5,6,7,13,3,6,7,8,10,4,2,2,1,11,4641,Yaedashe,MMR007010
 Total,2416,2336.0,2249,2035,2122,2142,2002,2204,2181,2011,1937,1698,1751,1752,1566,1793,1399,1530,1561,1487,1777,1390,1523,1694,1488,1951,1373,1539,1596,1321,1769,1246,1328,1426,1204,1383,1063,1437,1185,1133,1445,1066,1031,1123,973,1085,801,899,891,888,1065,852,699,697,603,769,465,503,444,389,583,353,357,279,188,362,156,177,182,167,325,153,136,117,75,120,57,67,72,60,74,39,28,30,18,58,87919,Yaedashe,MMR007010
