Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,893,2395.0,2957,2848,2911,2991,3039,3232,3539,3512,3111,3080,3312,3536,3295,3717,3208,3370,3366,3081,3229,2944,2912,3326,2807,3659,2808,3093,2813,2696,2991,2516,2360,2810,2336,2753,1913,2575,2292,2055,2389,1829,1797,1964,1636,1905,1388,1604,1580,1391,1495,1297,1086,1155,917,1193,782,824,820,679,893,533,660,462,323,496,257,315,334,288,485,286,186,223,114,188,135,119,101,93,83,81,53,38,25,111,150894,Dagon Myothit(South),MMR013018
 Illiterate,2049,520.0,225,125,95,87,62,91,67,84,81,95,94,99,85,81,71,75,75,73,85,68,67,82,63,87,56,79,84,60,70,62,59,83,56,72,43,60,56,40,68,53,38,57,41,56,37,35,32,36,42,31,33,25,18,34,15,19,23,19,28,9,14,9,9,21,5,17,11,17,24,11,6,17,4,10,3,5,7,4,9,8,7,1,1,14,6549,Dagon Myothit(South),MMR013018
 Total,2942,2915.0,3182,2973,3006,3078,3101,3323,3606,3596,3192,3175,3406,3635,3380,3798,3279,3445,3441,3154,3314,3012,2979,3408,2870,3746,2864,3172,2897,2756,3061,2578,2419,2893,2392,2825,1956,2635,2348,2095,2457,1882,1835,2021,1677,1961,1425,1639,1612,1427,1537,1328,1119,1180,935,1227,797,843,843,698,921,542,674,471,332,517,262,332,345,305,509,297,192,240,118,198,138,124,108,97,92,89,60,39,26,125,157443,Dagon Myothit(South),MMR013018
